type,dp(Z),dp(V),zeta
comblez-le,0,0.000333555703803,-0.000333555703803
combustible,0.000805152979066,0,0.000805152979066
combustion,0,0.000333555703803,-0.000333555703803
come-ça,0.000402576489533,0,0.000402576489533
comédie,0.056763285024155,0.000667111407605,0.05609617361655
comédie-française,0.000402576489533,0,0.000402576489533
comédien,0.014895330112722,0,0.014895330112722
comédienne,0.000402576489533,0,0.000402576489533
comédiens,0.004428341384863,0.000333555703803,0.00409478568106
comédies,0.001207729468599,0,0.001207729468599
comère,0.000402576489533,0,0.000402576489533
comète,0.003220611916264,0.001667778519013,0.001552833397251
comice|comices,0,0.000333555703803,-0.000333555703803
comique,0.018115942028986,0.000667111407605,0.017448830621381
comiquement,0.000402576489533,0,0.000402576489533
comité,0.000402576489533,0,0.000402576489533
comm'ça,0.000402576489533,0,0.000402576489533
commandant,0.001610305958132,0.003002001334223,-0.001391695376091
commande,0.002012882447665,0.000667111407605,0.00134577104006
commandement,0.021739130434783,0.036357571714476,-0.014618441279694
commander,0.061996779388084,0.161440960640427,-0.099444181252343
commandera-t-il,0,0.000333555703803,-0.000333555703803
commanderie,0.000805152979066,0,0.000805152979066
commandeur,0.020531400966184,0,0.020531400966184
commandez-nous,0,0.000333555703803,-0.000333555703803
commandiais,0.000402576489533,0,0.000402576489533
commandir,0.000402576489533,0,0.000402576489533
comme,0.812399355877617,0.566044029352902,0.246355326524715
commé,0.000402576489533,0,0.000402576489533
commença,0,0.000667111407605,-0.000667111407605
commençai,0,0.000333555703803,-0.000333555703803
commençaient,0,0.001000667111408,-0.001000667111408
commençait,0,0.001000667111408,-0.001000667111408
commençant,0,0.000667111407605,-0.000667111407605
commençât,0.000402576489533,0.000667111407605,-0.000264534918072
commence,0.000402576489533,0.003002001334223,-0.00259942484469
commencé,0,0.000667111407605,-0.000667111407605
commence-t,0.001207729468599,0,0.001207729468599
commencement,0.016103059581321,0.006337558372248,0.009765501209072
commencer,0.151771336553945,0.135423615743829,0.016347720810116
commencera-t,0.000402576489533,0,0.000402576489533
commencera-ton,0.000402576489533,0,0.000402576489533
commencèrent,0,0.000333555703803,-0.000333555703803
commencerons-nous,0.000805152979066,0,0.000805152979066
commençons,0.003623188405797,0.00266844563042,0.000954742775377
comment,0.452093397745572,0.149432955303536,0.302660442442036
commentaire,0.001207729468599,0,0.001207729468599
commentateur,0.000402576489533,0,0.000402576489533
commenter,0.001610305958132,0,0.001610305958132
commerçant,0.001610305958132,0,0.001610305958132
commerce,0.049919484702093,0.007338225483656,0.042581259218438
commercer,0.001207729468599,0,0.001207729468599
commère,0.005233494363929,0,0.005233494363929
commettre,0.047504025764895,0.101067378252168,-0.053563352487273
commis,0.009259259259259,0.000667111407605,0.008592147851654
commisération,0.001207729468599,0,0.001207729468599
commissaire,0.014090177133655,0.000333555703803,0.013756621429853
commissaires,0.000402576489533,0,0.000402576489533
commission,0.025764895330113,0.006337558372248,0.019427336957865
commissionnaire,0.000402576489533,0,0.000402576489533
commmande,0.000402576489533,0,0.000402576489533
commode,0.022544283413849,0.004336224149433,0.018208059264416
commodément,0.002012882447665,0,0.002012882447665
commodité,0.008856682769726,0.00133422281521,0.007522459954516
commotion,0.000805152979066,0,0.000805152979066
commun,0.104669887278583,0.151767845230153,-0.047097957951571
commun|communs,0.000402576489533,0.002001334222815,-0.001598757733282
communauté,0.002818035426731,0.000333555703803,0.002484479722928
commune,0.00402576489533,0.012341561040694,-0.008315796145364
communément,0.002415458937198,0.000333555703803,0.002081903233395
communicable,0.000402576489533,0,0.000402576489533
communication,0.000402576489533,0.000333555703803,6.90207857303449E-05
communiqué,0,0.000333555703803,-0.000333555703803
communiquer,0.010064412238325,0.005003335557038,0.005061076681287
comnène,0,0.000667111407605,-0.000667111407605
comnènes,0,0.000667111407605,-0.000667111407605
comnibus,0.000402576489533,0,0.000402576489533
compagne,0.016505636070854,0.010673782521681,0.005831853549172
compagnes,0.000402576489533,0.000333555703803,6.90207857303449E-05
compagnie,0.074074074074074,0.005670446964643,0.068403627109431
compagnon,0.020128824476651,0.027018012008005,-0.006889187531355
compagnons,0.000805152979066,0.002334889926618,-0.001529736947552
comparable,0.011674718196457,0.005003335557038,0.006671382639419
comparaison,0.024557165861514,0.006004002668446,0.018553163193068
comparaître,0.003220611916264,0.001000667111408,0.002219944804857
comparaître|comparer,0,0.000333555703803,-0.000333555703803
comparant,0,0.000333555703803,-0.000333555703803
comparatif,0.000402576489533,0,0.000402576489533
comparer,0.010466988727858,0.013342228152101,-0.002875239424243
comparés,0,0.000333555703803,-0.000333555703803
compartiment,0.000402576489533,0,0.000402576489533
compas,0.002415458937198,0.000667111407605,0.001748347529593
compasser,0.002012882447665,0.000667111407605,0.00134577104006
compassion,0.013285024154589,0.015677118078719,-0.00239209392413
compassive,0.000402576489533,0,0.000402576489533
compatible,0.001610305958132,0.00133422281521,0.000276083142922
compatir,0.006038647342995,0.006004002668446,3.46446745496109E-05
compatissant,0.002012882447665,0.001667778519013,0.000345103928652
compatriote,0.001207729468599,0,0.001207729468599
compendieusement,0.000402576489533,0,0.000402576489533
compensation,0.000402576489533,0.000333555703803,6.90207857303449E-05
compense-t-il,0,0.000333555703803,-0.000333555703803
compenser,0.001610305958132,0.000667111407605,0.000943194550527
compère,0.016908212560387,0,0.016908212560387
compétence,0.002818035426731,0,0.002818035426731
compétent,0.001207729468599,0,0.001207729468599
compétiter,0.000402576489533,0,0.000402576489533
compiler,0.000402576489533,0,0.000402576489533
compisser,0.000402576489533,0,0.000402576489533
complainte,0.001610305958132,0,0.001610305958132
complaire,0.019726247987118,0.016677785190127,0.003048462796991
complaisance,0.05877616747182,0.024349566377585,0.034426601094235
complaisant,0.008454106280193,0.00266844563042,0.005785660649773
complet,0.015297906602255,0.000333555703803,0.014964350898452
compléter,0.000402576489533,0,0.000402576489533
complexion,0.001610305958132,0,0.001610305958132
complice,0.015700483091788,0.101734489659773,-0.086034006567986
compliment,0.103059581320451,0.008672448298866,0.094387133021585
complimenter,0.00402576489533,0,0.00402576489533
complimenteur,0.000805152979066,0,0.000805152979066
compliquer,0.000402576489533,0,0.000402576489533
complot,0.011272141706924,0.073048699132755,-0.061776557425831
comploter,0.000805152979066,0.000667111407605,0.000138041571461
componction,0.000402576489533,0,0.000402576489533
comportement,0,0.000333555703803,-0.000333555703803
comporter,0.005636070853462,0.001000667111408,0.004635403742055
comportons-nous,0.000402576489533,0,0.000402576489533
composé,0.003623188405797,0.00133422281521,0.002288965590587
composée,0.000402576489533,0,0.000402576489533
composer,0.030193236714976,0.010340226817879,0.019853009897097
composition,0.004830917874396,0,0.004830917874396
compositum,0.000402576489533,0,0.000402576489533
compote,0.000805152979066,0,0.000805152979066
compréhensible,0.000402576489533,0,0.000402576489533
comprendre,0.123993558776168,0.06704469646431,0.056948862311858
compromettre,0.009661835748792,0.001000667111408,0.008661168637385
compromis,0.001207729468599,0.000667111407605,0.000540618060994
comptable,0.001207729468599,0.005003335557038,-0.003795606088439
comptant,0.001207729468599,0,0.001207729468599
compte,0.113123993558776,0.036691127418279,0.076432866140497
compte-t,0.000402576489533,0,0.000402576489533
compte|comptes,0.006843800322061,0,0.006843800322061
compter,0.166264090177134,0.078385590393596,0.087878499783538
comptoir,0.001610305958132,0,0.001610305958132
compulsoires,0.000402576489533,0,0.000402576489533
comte,0.002012882447665,0.001000667111408,0.001012215336258
comte|comté,0.044685990338164,0.020346897931955,0.02433909240621
comte|comtesse,0.063204508856683,0,0.063204508856683
comtes,0.001207729468599,0.000667111407605,0.000540618060994
comtessé,0.001610305958132,0,0.001610305958132
comtin,0.001207729468599,0,0.001207729468599
comtine,0.000402576489533,0,0.000402576489533
comtinuer,0.000402576489533,0,0.000402576489533
comus,0.001207729468599,0,0.001207729468599
con,0.002012882447665,0.001000667111408,0.001012215336258
con-sé-quen,0.000402576489533,0,0.000402576489533
con-so-la-tion,0.000402576489533,0,0.000402576489533
concasser,0.000402576489533,0,0.000402576489533
concaténation,0.000402576489533,0,0.000402576489533
concéder,0,0.000333555703803,-0.000333555703803
concedo,0.000402576489533,0,0.000402576489533
concentrer,0.000805152979066,0,0.000805152979066
concept,0.000402576489533,0,0.000402576489533
conception,0.002415458937198,0.000333555703803,0.002081903233395
concernant,0.000805152979066,0,0.000805152979066
concerner,0.003220611916264,0.00133422281521,0.001886389101054
concert,0.024959742351047,0.010673782521681,0.014285959829366
concertation,0.000402576489533,0,0.000402576489533
concerter,0.022544283413849,0.016344229486324,0.006200053927524
concerto,0.000805152979066,0,0.000805152979066
concertons-nous,0.000805152979066,0,0.000805152979066
concevable,0.003623188405797,0.000667111407605,0.002956076998192
concevoir,0.085346215780998,0.125416944629753,-0.040070728848755
conchiuso,0.000402576489533,0,0.000402576489533
concierge,0.004830917874396,0,0.004830917874396
conciergerie,0.001610305958132,0,0.001610305958132
concilier,0.002415458937198,0.002001334222815,0.000414124714383
concis,0.001207729468599,0,0.001207729468599
concitoyen,0.000805152979066,0.009339559706471,-0.008534406727405
concluant,0.000402576489533,0,0.000402576489533
conclure,0.074074074074074,0.031687791861241,0.042386282212833
conclurons-nous,0.000402576489533,0,0.000402576489533
conclusion,0.009259259259259,0,0.009259259259259
conçois,0.001610305958132,0.006004002668446,-0.004393696710314
conçoit,0.001207729468599,0.00133422281521,-0.000126493346611
conçoive,0.000402576489533,0.000333555703803,6.90207857303449E-05
concorde,0.000402576489533,0.003335557038025,-0.002932980548492
concourant,0,0.000333555703803,-0.000333555703803
concourir,0.002012882447665,0.00266844563042,-0.000655563182755
concours,0.000805152979066,0.00133422281521,-0.000529069836144
concret,0.000402576489533,0,0.000402576489533
conçu,0,0.000333555703803,-0.000333555703803
concubin,0.000805152979066,0.000333555703803,0.000471597275263
concubinage,0,0.000333555703803,-0.000333555703803
concubinalement,0.000402576489533,0,0.000402576489533
concupiscence,0.001207729468599,0,0.001207729468599
concupiscible,0.000402576489533,0,0.000402576489533
concurrence,0.00402576489533,0.00266844563042,0.00135731926491
concurrent,0.003220611916264,0.004669779853236,-0.001449167936971
conçut,0,0.000333555703803,-0.000333555703803
condamnable,0.007246376811594,0.007671781187458,-0.000425404375864
condamnation,0.001207729468599,0.000333555703803,0.000874173764796
condamné,0.004428341384863,0.014009339559707,-0.009580998174843
condamne-t,0,0.000333555703803,-0.000333555703803
condamnée,0.000402576489533,0.000667111407605,-0.000264534918072
condamner,0.066425120772947,0.199799866577718,-0.133374745804772
condamnera-t-elle,0.000402576489533,0,0.000402576489533
condamnerait-il,0,0.000333555703803,-0.000333555703803
condamnés,0,0.001000667111408,-0.001000667111408
condamnez-le,0.000402576489533,0,0.000402576489533
condé,0.000402576489533,0.000333555703803,6.90207857303449E-05
condenser,0.000402576489533,0,0.000402576489533
condés,0,0.000333555703803,-0.000333555703803
condescendance,0.000805152979066,0.000333555703803,0.000471597275263
condescendre,0.002012882447665,0.002001334222815,1.15482248497223E-05
condigne,0.000402576489533,0,0.000402576489533
condition,0.061594202898551,0.024016010673783,0.037578192224768
conditionner,0.003623188405797,0,0.003623188405797
condoléances,0.000402576489533,0,0.000402576489533
conduce,0.000402576489533,0,0.000402576489533
conducteur,0.002012882447665,0.00133422281521,0.000678659632455
conduira-t-il,0,0.000333555703803,-0.000333555703803
conduirait-il,0.000805152979066,0,0.000805152979066
conduire,0.143317230273752,0.226150767178119,-0.082833536904367
conduis-le,0,0.000667111407605,-0.000667111407605
conduisez-le,0,0.000667111407605,-0.000667111407605
conduisez-nous,0,0.000333555703803,-0.000333555703803
conduisons-le,0.000402576489533,0,0.000402576489533
conduit,0.001207729468599,0.004669779853236,-0.003462050384636
conduit-il,0,0.000667111407605,-0.000667111407605
conduite,0.088969404186796,0.07371581054036,0.015253593646435
conduites,0.000402576489533,0,0.000402576489533
confabulons,0.000402576489533,0,0.000402576489533
confarence,0.000402576489533,0,0.000402576489533
confection,0.000402576489533,0,0.000402576489533
confens,0,0.000333555703803,-0.000333555703803
conférence,0.006441223832528,0.004336224149433,0.002104999683095
conférer,0.002415458937198,0.003335557038025,-0.000920098100827
conférez,0.000402576489533,0,0.000402576489533
conferve,0,0.000333555703803,-0.000333555703803
confesse,0,0.001000667111408,-0.001000667111408
confesse-le,0.000402576489533,0.000333555703803,6.90207857303449E-05
confesser,0.054347826086957,0.041027351567712,0.013320474519245
confesseur,0.000402576489533,0,0.000402576489533
confessez-donc,0.000402576489533,0,0.000402576489533
confessez-le,0.000402576489533,0.000667111407605,-0.000264534918072
confession,0.004428341384863,0.005670446964643,-0.00124210557978
confiance,0.042673107890499,0.056704469646431,-0.014031361755932
confiant,0.000805152979066,0.001000667111408,-0.000195514132342
confidemment,0.004830917874396,0.002001334222815,0.002829583651581
confidence,0.057971014492754,0.032354903268846,0.025616111223908
confident,0.025764895330113,0.029686457638426,-0.003921562308313
confidente,0.000402576489533,0,0.000402576489533
confié,0.000402576489533,0.000333555703803,6.90207857303449E-05
confier,0.041867954911433,0.079386257505003,-0.03751830259357
confiner,0.002415458937198,0.002001334222815,0.000414124714383
confins,0,0.000667111407605,-0.000667111407605
confire,0.000805152979066,0,0.000805152979066
confirmant,0,0.000333555703803,-0.000333555703803
confirmé,0.001610305958132,0.002001334222815,-0.000391028264683
confirmer,0.030193236714976,0.059706470980654,-0.029513234265678
confirmez-le,0,0.000333555703803,-0.000333555703803
confiscation,0,0.000333555703803,-0.000333555703803
confisqué,0.000402576489533,0,0.000402576489533
confisquer,0.002012882447665,0.000667111407605,0.00134577104006
confit,0.000402576489533,0,0.000402576489533
confitearum,0.000402576489533,0,0.000402576489533
confitentem,0.000402576489533,0,0.000402576489533
confiture,0.003623188405797,0,0.003623188405797
conflit,0.001610305958132,0.000333555703803,0.001276750254329
confondra-t-il,0,0.000333555703803,-0.000333555703803
confondre,0.086956521739131,0.16977985323549,-0.08282333149636
conforme,0.007246376811594,0.007004669779853,0.000241707031741
conformer,0.006843800322061,0.007004669779853,-0.000160869457792
conformité,0.003623188405797,0.001000667111408,0.00262252129439
conformons-nous,0.000402576489533,0,0.000402576489533
confort,0.000402576489533,0.000333555703803,6.90207857303449E-05
confortable,0.000402576489533,0,0.000402576489533
confortatif,0.000402576489533,0,0.000402576489533
confortatifs,0.000402576489533,0,0.000402576489533
conforter,0.000805152979066,0.00133422281521,-0.000529069836144
confrère,0.008454106280193,0,0.008454106280193
confrères,0.000805152979066,0,0.000805152979066
confrérie,0.000805152979066,0,0.000805152979066
confronter,0.002818035426731,0.003669112741828,-0.000851077315097
confus,0.079307568438003,0.10006671114076,-0.020759142702757
confusément,0.003220611916264,0.00400266844563,-0.000782056529366
confusez,0.000402576489533,0,0.000402576489533
confusion,0.042673107890499,0.033355570380254,0.009317537510246
congé,0.036634460547504,0.008338892595063,0.028295567952441
congédié,0.000402576489533,0,0.000402576489533
congédier,0.010869565217391,0.001667778519013,0.009201786698379
congelé,0.000402576489533,0,0.000402576489533
congeler,0.000402576489533,0,0.000402576489533
conglober,0.000402576489533,0,0.000402576489533
conglutineuses,0.000402576489533,0,0.000402576489533
congo,0.000402576489533,0,0.000402576489533
congratuler,0.000402576489533,0,0.000402576489533
congréger,0.000402576489533,0,0.000402576489533
congrès,0.000402576489533,0,0.000402576489533
congruant,0.000402576489533,0,0.000402576489533
congruité,0.000402576489533,0,0.000402576489533
congrument,0.000402576489533,0,0.000402576489533
congrûment,0.001610305958132,0,0.001610305958132
conjecture,0.012479871175523,0.008005336891261,0.004474534284262
conjecturer,0.00402576489533,0.00133422281521,0.00269154208012
conjoindre,0.001207729468599,0.000667111407605,0.000540618060994
conjoint,0.000402576489533,0,0.000402576489533
conjoint|conjoints,0.000402576489533,0,0.000402576489533
conjointement,0.001207729468599,0,0.001207729468599
conjonctif,0.000402576489533,0,0.000402576489533
conjonction,0.002012882447665,0,0.002012882447665
conjoncture,0.015700483091788,0.010006671114076,0.005693811977711
conjouir,0.000402576489533,0.000333555703803,6.90207857303449E-05
conjouissance,0.000402576489533,0.000333555703803,6.90207857303449E-05
conjugal,0.01207729468599,0.011340893929286,0.000736400756704
conjuguer,0.000402576489533,0,0.000402576489533
conjungo,0.000805152979066,0,0.000805152979066
conjuration,0.000402576489533,0.001667778519013,-0.00126520202948
conjuré,0.004830917874396,0.033022014676451,-0.028191096802055
conjurer,0.05475040257649,0.049032688458973,0.005717714117517
conjurés,0,0.008005336891261,-0.008005336891261
connaissable,0.000805152979066,0.000333555703803,0.000471597275263
connaissai,0,0.000333555703803,-0.000333555703803
connaissance,0.063204508856683,0.0263509006004,0.036853608256283
connaisseur,0.007648953301127,0,0.007648953301127
connaissez-le,0.000805152979066,0.000667111407605,0.000138041571461
connaissez-mieux,0,0.000667111407605,-0.000667111407605
connaissiens,0.000402576489533,0,0.000402576489533
connaissons-nous,0.002012882447665,0.000333555703803,0.001679326743862
connaît,0.001207729468599,0.002334889926618,-0.001127160458019
connaït,0,0.000333555703803,-0.000333555703803
connaît-elle,0.000402576489533,0,0.000402576489533
connaît-il,0.002012882447665,0.003002001334223,-0.000989118886558
connaîtra,0,0.000333555703803,-0.000333555703803
connaîtra-t-il,0,0.000333555703803,-0.000333555703803
connaîtrai,0,0.000333555703803,-0.000333555703803
connaîtrais,0.000402576489533,0.000333555703803,6.90207857303449E-05
connaîtrait-il,0.000805152979066,0,0.000805152979066
connaître,0.555958132045089,0.568045363575717,-0.012087231530629
connaîtrez,0,0.000333555703803,-0.000333555703803
connaîtrons-nous,0.000402576489533,0,0.000402576489533
connaîtront,0.000402576489533,0.000667111407605,-0.000264534918072
conneseut,0.000402576489533,0,0.000402576489533
connétable,0.000402576489533,0.002334889926618,-0.001932313437085
connétablie,0.000402576489533,0,0.000402576489533
connivence,0.000402576489533,0.000333555703803,6.90207857303449E-05
conniver,0,0.000333555703803,-0.000333555703803
connnu,0,0.000333555703803,-0.000333555703803
connoisseux,0.000402576489533,0,0.000402576489533
connoît,0.000402576489533,0,0.000402576489533
connoìtrel,0.000402576489533,0,0.000402576489533
connu,0.000402576489533,0.00133422281521,-0.000931646325677
connue-,0,0.000333555703803,-0.000333555703803
connut-il,0.000402576489533,0,0.000402576489533
conp,0.000402576489533,0,0.000402576489533
conque,0.001207729468599,0.000333555703803,0.000874173764796
conquérant,0.007246376811594,0.02368245496998,-0.016436078158386
conquérants,0.001207729468599,0.00133422281521,-0.000126493346611
conquérir,0.006843800322061,0.039693128752502,-0.032849328430441
conquêt,0.000805152979066,0,0.000805152979066
conquête,0.039452495974235,0.099399599733156,-0.05994710375892
conquêterais,0,0.000333555703803,-0.000333555703803
conquêtes,0,0.000333555703803,-0.000333555703803
consacrant,0,0.000667111407605,-0.000667111407605
consacré,0,0.000667111407605,-0.000667111407605
consacrée,0,0.000333555703803,-0.000333555703803
consacrer,0.010064412238325,0.058038692461641,-0.047974280223316
consacrèrent,0,0.000333555703803,-0.000333555703803
consacrés,0,0.000333555703803,-0.000333555703803
consanguin,0,0.000333555703803,-0.000333555703803
consanguinité,0.000805152979066,0,0.000805152979066
conscience,0.046296296296296,0.005670446964643,0.040625849331653
consciencieusement,0.000805152979066,0,0.000805152979066
consciencieux,0.000402576489533,0,0.000402576489533
conscripts,0,0.000333555703803,-0.000333555703803
conscrit,0,0.001667778519013,-0.001667778519013
conseil,0.105072463768116,0.211474316210807,-0.106401852442691
conseillé,0.000402576489533,0,0.000402576489533
conseille-t-elle,0.000402576489533,0,0.000402576489533
conseiller,0.074074074074074,0.034356237491661,0.039717836582413
conseiller-notaire,0.000402576489533,0,0.000402576489533
conseillère,0.000402576489533,0.000333555703803,6.90207857303449E-05
consent-elle,0.000805152979066,0.001667778519013,-0.000862625539947
consent-il,0,0.000667111407605,-0.000667111407605
consentant,0.000805152979066,0,0.000805152979066
consentement,0.031803542673108,0.012675116744496,0.019128425928612
consentez-donc,0.000402576489533,0,0.000402576489533
consentir,0.148550724637681,0.170780520346898,-0.022229795709217
consentira-t-elle,0.000402576489533,0.000333555703803,6.90207857303449E-05
consentira-t-il,0,0.000333555703803,-0.000333555703803
conséquence,0.040660225442834,0.00400266844563,0.036657556997204
conséquent,0.009661835748792,0.00133422281521,0.008327612933582
consequentiam,0.000402576489533,0,0.000402576489533
conservateur,0,0.001000667111408,-0.001000667111408
conservation,0.001610305958132,0.00400266844563,-0.002392362487498
conserve,0.000805152979066,0.000333555703803,0.000471597275263
conservé,0,0.000333555703803,-0.000333555703803
conserver,0.087761674718197,0.226484322881921,-0.138722648163725
conservez,0,0.000333555703803,-0.000333555703803
conservez-le,0.001207729468599,0.00133422281521,-0.000126493346611
conservez-m'en,0,0.000333555703803,-0.000333555703803
conservez-nous,0,0.000333555703803,-0.000333555703803
conservons-nous,0.000805152979066,0,0.000805152979066
considérable,0.022141706924316,0.009673115410274,0.012468591514042
considérablement,0.001207729468599,0,0.001207729468599
considérant,0.001207729468599,0.000667111407605,0.000540618060994
considération,0.008856682769726,0.004336224149433,0.004520458620293
considère,0.001207729468599,0.005670446964643,-0.004462717496044
considèrent,0,0.000333555703803,-0.000333555703803
considérer,0.051127214170693,0.070380253502335,-0.019253039331643
considérés,0,0.000667111407605,-0.000667111407605
considérez,0.007648953301127,0.016010673782522,-0.008361720481394
considérez-le,0.000402576489533,0,0.000402576489533
considérons,0,0.000667111407605,-0.000667111407605
consifls,0,0.000333555703803,-0.000333555703803
consignation,0.000402576489533,0,0.000402576489533
consigne,0.000402576489533,0,0.000402576489533
consigner,0.002818035426731,0,0.002818035426731
consille,0.000402576489533,0,0.000402576489533
consiste,0.000402576489533,0.00133422281521,-0.000931646325677
consister,0.01207729468599,0.009673115410274,0.002404179275717
consolable,0.000402576489533,0.00133422281521,-0.000931646325677
consolant,0,0.001000667111408,-0.001000667111408
consolateur,0.000805152979066,0.00133422281521,-0.000529069836144
consolatif,0.000402576489533,0,0.000402576489533
consolation,0.016908212560387,0.007671781187458,0.009236431372928
consolazione,0.000805152979066,0,0.000805152979066
console,0.001610305958132,0,0.001610305958132
consolé,0,0.000667111407605,-0.000667111407605
consoler,0.090982286634461,0.105403602401601,-0.014421315767141
consolons-nous,0.000805152979066,0,0.000805152979066
consommation,0.000402576489533,0,0.000402576489533
consommé,0.001207729468599,0,0.001207729468599
consomme-t-il,0,0.000333555703803,-0.000333555703803
consommer,0.018921095008052,0.026684456304203,-0.007763361296151
consonne,0.000402576489533,0,0.000402576489533
conspirateur,0,0.000667111407605,-0.000667111407605
conspiration,0.000402576489533,0.002334889926618,-0.001932313437085
conspirer,0.012882447665056,0.073048699132755,-0.060166251467699
constamment,0.009661835748792,0.006337558372248,0.003324277376544
constance,0.056763285024155,0.109406270847232,-0.052642985823077
constant,0.042270531400966,0.048365577051368,-0.006095045650401
constante,0,0.001000667111408,-0.001000667111408
constantin,0.000402576489533,0.010673782521681,-0.010271206032148
constantinople,0.001610305958132,0.000333555703803,0.001276750254329
constantins,0,0.000333555703803,-0.000333555703803
constater,0.000805152979066,0,0.000805152979066
conste,0.000805152979066,0,0.000805152979066
constellation,0.000805152979066,0,0.000805152979066
consteller,0.001207729468599,0,0.001207729468599
consternation,0,0.000333555703803,-0.000333555703803
consterner,0.002818035426731,0.017678452301534,-0.014860416874803
constiance,0,0.000333555703803,-0.000333555703803
constiper,0.000805152979066,0,0.000805152979066
constituer,0.002012882447665,0.000333555703803,0.001679326743862
constitution,0.002818035426731,0,0.002818035426731
construction,0.000402576489533,0,0.000402576489533
construire,0.001207729468599,0.000667111407605,0.000540618060994
consuegre,0.000402576489533,0,0.000402576489533
consul,0.001207729468599,0.028018679119413,-0.026810949650814
consulaire,0.000402576489533,0.00133422281521,-0.000931646325677
consulat,0,0.009339559706471,-0.009339559706471
consultant,0,0.000333555703803,-0.000333555703803
consultation,0.002415458937198,0,0.002415458937198
consulte,0.000402576489533,0.001000667111408,-0.000598090621875
consulter,0.06682769726248,0.09873248832555,-0.031904791063071
consulterv,0.000402576489533,0,0.000402576489533
consultez-le,0,0.000667111407605,-0.000667111407605
consultez-nous,0.000402576489533,0,0.000402576489533
consultons-le,0,0.000333555703803,-0.000333555703803
consultons-nous,0,0.000333555703803,-0.000333555703803
consume,0.000805152979066,0.002334889926618,-0.001529736947552
consumé,0,0.001000667111408,-0.001000667111408
consumer,0.014492753623188,0.038692461641094,-0.024199708017906
contacter,0,0.000333555703803,-0.000333555703803
contagieux,0.00402576489533,0.004669779853236,-0.000644014957905
contagion,0.001207729468599,0.00133422281521,-0.000126493346611
contaminer,0.000402576489533,0,0.000402576489533
conté,0.003623188405797,0.000667111407605,0.002956076998192
conte-bleu,0.000402576489533,0,0.000402576489533
conte|conté,0.059581320450886,0.011340893929286,0.0482404265216
contemplatif,0.000402576489533,0,0.000402576489533
contemplation,0.000805152979066,0,0.000805152979066
contemplé,0,0.000333555703803,-0.000333555703803
contempler,0.01731078904992,0.039359573048699,-0.02204878399878
contenance,0.007246376811594,0.000667111407605,0.006579265403989
contenir,0.013285024154589,0.017011340893929,-0.00372631673934
contenons-nous,0.000805152979066,0,0.000805152979066
content,0.177133655394525,0.112408272181454,0.064725383213071
contenté,0,0.000333555703803,-0.000333555703803
contente-le,0.000402576489533,0,0.000402576489533
contentement,0.031803542673108,0.019346230820547,0.012457311852561
contentément,0.000402576489533,0,0.000402576489533
contenter,0.075684380032206,0.068712474983322,0.006971905048884
contentons-le,0.000402576489533,0,0.000402576489533
contenu,0.001610305958132,0.000333555703803,0.001276750254329
conter,0.110708534621578,0.024349566377585,0.086358968243993
conterait-il,0.000402576489533,0,0.000402576489533
contestant,0.000402576489533,0,0.000402576489533
contestation,0.002012882447665,0.000333555703803,0.001679326743862
conteste,0.002818035426731,0.000333555703803,0.002484479722928
contester,0.013285024154589,0.012008005336891,0.001277018817698
conteur,0.004830917874396,0.000667111407605,0.004163806466791
contexture,0.000402576489533,0,0.000402576489533
contez-nous,0.000402576489533,0,0.000402576489533
contient-elle,0,0.000333555703803,-0.000333555703803
contient-il,0,0.000333555703803,-0.000333555703803
continence,0.000402576489533,0.000333555703803,6.90207857303449E-05
continent,0.000402576489533,0.000333555703803,6.90207857303449E-05
contingent,0.000805152979066,0,0.000805152979066
continu,0.006038647342995,0.00266844563042,0.003370201712575
continuation,0.000402576489533,0.001000667111408,-0.000598090621875
continuè,0.000402576489533,0,0.000402576489533
continue-t-il,0.000402576489533,0.000333555703803,6.90207857303449E-05
continuel,0.003623188405797,0.00133422281521,0.002288965590587
continuellement,0.000805152979066,0.000333555703803,0.000471597275263
continuer,0.082528180354267,0.01834556370914,0.064182616645128
continuité,0.000805152979066,0,0.000805152979066
contle,0.000402576489533,0,0.000402576489533
contolsions,0.000402576489533,0,0.000402576489533
contondant,0,0.000333555703803,-0.000333555703803
contorsion,0.002818035426731,0,0.002818035426731
contour,0,0.00133422281521,-0.00133422281521
contournable,0.000402576489533,0,0.000402576489533
contourner,0,0.000667111407605,-0.000667111407605
contr'elle,0,0.000333555703803,-0.000333555703803
contr'eux,0,0.000333555703803,-0.000333555703803
contractant,0.000402576489533,0,0.000402576489533
contracter,0.008856682769726,0.00133422281521,0.007522459954516
contradiction,0.001610305958132,0.00133422281521,0.000276083142922
contradictoire,0.000805152979066,0.000333555703803,0.000471597275263
contraignant,0.000402576489533,0,0.000402576489533
contraignez-,0,0.000333555703803,-0.000333555703803
contraignons-nous,0.000805152979066,0.000667111407605,0.000138041571461
contraindre,0.109098228663446,0.166777851901268,-0.057679623237821
contrainte,0.039855072463768,0.071380920613743,-0.031525848149974
contraire,0.141304347826087,0.153435623749166,-0.012131275923079
contrariant,0.000805152979066,0,0.000805152979066
contrarier,0.002818035426731,0.000333555703803,0.002484479722928
contrariété,0.001610305958132,0.001000667111408,0.000609638846724
contraste,0.003220611916264,0.000333555703803,0.002887056212461
contrat,0.052737520128825,0.000667111407605,0.052070408721219
